Cost;Deflection;x1;x2;x3;x4;g1;g2;g3;g4;Feasible
5.77045567433337;0.00327225494334024;0.681848466944616;1.42928334976243;9.94362877197594;0.682326525177941;-0.000478058233325251;-212.073871677834;-22529.5205195269;-141096.918908918;1
3.41761763799449;0.00650574216209135;0.354629674349971;3.17371922092057;9.67768869666627;0.372273654690705;-0.0176439803407346;-87.4396673526171;-15544.7722839421;-17493.6870252276;1
15.1393524262387;0.0011244275333376;0.834153186152896;1.16513549538373;10;1.95228232581967;-1.11812913966677;-612.917675912588;-27418.4061734596;-3451383.82444429;1
12.8337740629919;0.00135240413047197;0.768058842639061;1.30863983987705;9.98904762541317;1.62852846609932;-0.860469623460262;-853.306377819468;-26898.3912394691;-1999473.7601395;1
18.1992091945293;0.000950157392475389;0.932193911249663;1.16753266644556;9.93552380755077;2.3556254478003;-1.42343153655063;-2032.86925254952;-27832.5815677363;-6043640.34204872;1
32.1822454161963;0.00050499192650246;1.7730472265865;0.512539732537229;9.99151360530648;4.35808610747179;-2.58503888088529;-1170.10013949817;-28841.5636903578;-38434003.6664092;1
9.6439882663364;0.00183730540817842;0.746332182333656;1.3231717646418;9.98764586812815;1.19923234930564;-0.452900166971981;-590.064432194535;-25786.908114379;-794762.855435585;1
5.36209483024443;0.00367926769778154;0.576859505474254;1.99432039961843;9.95898714061483;0.60404207623837;-0.0271825707641167;-1785.58055911017;-21587.3464999548;-96149.6118583842;1
10.5669047869366;0.00166839251709318;0.768058842639061;1.30863983987705;9.987872005366;1.3205564050983;-0.552497562459238;-852.061002471472;-26174.1525959456;-1063229.05847113;1
11.3596967198381;0.00153299455347504;0.729867957336969;1.33197102774426;9.9936881269869;1.43468350556317;-0.704815548226202;-366.056053112419;-26482.5911936176;-1365581.68570999;1
10.2187188502786;0.00172522006067632;0.748151986700838;1.31884863976105;9.98636005728271;1.27763833234836;-0.529486345647523;-583.095651557149;-26044.4383077641;-962241.647956876;1
9.64287994028621;0.00183730540817842;0.746332182333656;1.3222416287555;9.98764586812815;1.19923234930564;-0.452900166971981;-581.632989719385;-25786.908114379;-794762.855435585;1
4.01040481459574;0.00522861096253865;0.339142019383626;3.36214484294912;9.89298232231495;0.433616765715162;-0.0944747463315359;-370.086951098459;-18124.0050407165;-31634.8330226637;1
6.49287572194414;0.00286097409037598;0.681848466944616;1.42749397322693;9.94362877197594;0.78041473793713;-0.0985662709925139;-196.71734999127;-23468.4648334576;-214091.463976552;1
34.0921421222;0.000479488452513788;2.32697072823704;0.387993483510555;9.98731160099284;4.59568381774647;-2.26871308950942;-1655.10911511014;-28900.5304780868;-45058599.2163437;1
7.77280740423374;0.00234783173011909;0.57751086756589;1.79853046427752;9.99746938087922;0.935700536026343;-0.358189668460453;-706.442926024332;-24610.9341199005;-374595.531972263;1
6.23462729899573;0.00301375664898781;0.680499821015587;1.54130949053918;10;0.728393249911958;-0.0478934288963704;-1135.71008127749;-23080.6607548749;-173563.253389457;1
30.5069072306134;0.000530660124965972;1.6681678826622;0.512539732537229;9.99158610066153;4.14719382799265;-2.47902594533045;-286.494195585734;-28782.6727816564;-33119383.3738001;1
23.341846500562;0.000704787566312458;1.22141336164683;0.750326744629098;9.99950731705572;3.11515781236181;-1.89374445071498;-574.39183816838;-28381.9450041632;-14039813.815337;1
4.81566786972211;0.00428375284439359;0.35265102780031;3.32278155640187;9.8980471727777;0.528446627247952;-0.175795599447642;-775.616557689038;-20265.125265996;-62141.4360494815;1
5.7739391058829;0.00327225494334024;0.681848466944616;1.43343021490261;9.94362877197594;0.682326525177941;-0.000478058233325251;-247.51490968444;-22529.5205195269;-141096.918908918;1
23.287013415147;0.00071262261586809;0.933624085854398;1.02807559965646;9.99431120792995;3.08571553652192;-2.15209145066752;-656.372517695043;-28364.8074037971;-13641008.2794921;1
36.4008779407967;0.000449292746440441;1.86248951754339;0.493619088908885;9.93597451630816;4.98096258983691;-3.11847307229352;-1357.60603385722;-28975.0650124758;-57189610.8108976;1
17.7309110922551;0.000955901594649359;0.774555659650209;1.24348038600229;9.980669094592;2.30984020856702;-1.53528454891681;-347.347273941014;-27809.5704712068;-5713464.76978889;1
12.3244554623161;0.00140998132177056;0.75896685530906;1.30863983987705;9.98904762541317;1.56202680853832;-0.803059953229257;-690.853849194447;-26766.3434906382;-1763686.63453831;1
19.1659956386087;0.000881230511878352;0.757883279234869;1.30262956187584;10;2.4910621799975;-1.73317890076263;-628.040254877384;-27976.7666819119;-7176463.58193846;1
4.17556541941043;0.00499246607204308;0.354629674349971;3.14730495230251;9.85048386908488;0.460030132506535;-0.105400458156565;-209.750210229036;-18709.0852401397;-38821.2036756026;1
3.63836835357088;0.00599197519199941;0.340225780035579;3.73932415071798;9.94673608062954;0.372273654690705;-0.0320478746551264;-1559.47990092748;-16316.1897314164;-17894.4165892518;1
4.60437623705359;0.00438416947913828;0.500743919163154;2.35088073771229;9.98178484679933;0.503456724424215;-0.0027128052610611;-1759.1185648444;-19952.6395853581;-53227.7878211498;1
25.1292112652947;0.000650158205563681;1.28903263923953;0.680843345316306;9.99328896612038;3.38321586704927;-2.09418322780974;-119.106031086081;-28508.2915970146;-17979891.1523672;1
12.8873167080707;0.00134918669990989;0.766749609851748;1.33338848523092;9.99220974478381;1.63086276670276;-0.86411315685101;-1052.01117875348;-26904.7906017002;-2008496.97282001;1
25.0536845390833;0.00066235232408224;1.88101835103436;0.493619088908885;9.99688348427151;3.31734880764962;-1.43633045661526;-1547.7526479553;-28479.7670641714;-16953421.1183698;1
22.0955917121626;0.000754874309263747;1.2668493572488;0.745825392920924;9.96550837527367;2.9383334108961;-1.6714840536473;-980.42545047947;-28272.8480545607;-11756818.2274645;1
7.77280740423374;0.00234783173011909;0.57751086756589;1.79853046427752;9.99746938087922;0.935700536026343;-0.358189668460453;-706.442926024332;-24610.9341199005;-374595.531972263;1
3.67674667812906;0.00579048709249162;0.354629674349971;3.13365738151113;9.81876553314505;0.400486912043386;-0.0458572376934158;-122.433061644848;-16946.4562307423;-23513.9591751048;1
6.52816824478189;0.00286097409037598;0.681848466944616;1.46728531037629;9.94362877197594;0.78041473793713;-0.0985662709925139;-529.352875775587;-23468.4648334576;-214091.463976552;1
5.28239512483046;0.00361226003352471;0.586786741406781;1.76635484294131;9.99898205459901;0.607893810038213;-0.0211070686314321;-715.366596063855;-21707.3900697493;-98370.0939200764;1
14.3280779951514;0.00120064442323202;0.75896685530906;1.30863983987705;9.98904762541317;1.83437209345892;-1.07540523814986;-690.853849194447;-27246.4375274576;-2860112.44923847;1
