Volume;MaxStress;x1;x2;y;g1;Feasible
0.0219155526046595;18377.2030086869;0.00235367553734886;0.00481523924568944;2.11510618267355;-81622.7969913131;1
0.0311011982439763;12991.0228133656;0.00333143748422058;0.00680335860442921;2.1293760635113;-87008.9771866344;1
0.00870397154322715;46119.7732225896;0.000960912769558449;0.00194843479377216;2.02288469092731;-53880.2267774104;1
0.0382996500866195;10514.4203701396;0.00406084116044681;0.00839476260586245;2.14507443156935;-89485.5796298604;1
0.0372917448517888;10759.938299909;0.00421909495826875;0.00833120354858807;1.9779272404153;-89240.061700091;1
0.0250061053103347;16302.0198019356;0.0030526636217945;0.00577659636910181;1.75558793016392;-83697.9801980644;1
0.0316352264456224;12686.5782162302;0.00335484507064298;0.00698527482281917;2.1293760635113;-87313.4217837698;1
0.0312921544368468;12931.9810342085;0.00331955466693959;0.00698527482281917;2.10610265120111;-87068.0189657915;1
0.0146558348938908;27644.7478236007;0.00164618704304627;0.00333308805675193;1.95703943947553;-72355.2521763993;1
0.0280767303914795;14271.2792765163;0.00311118172116074;0.00627710112503722;2.01811297281976;-85728.7207234837;1
0.00688015417179113;58251.622221561;0.000803920462446723;0.00155356310246809;1.89097801580716;-41748.377778439;1
0.0426920991217698;9390.4581623765;0.0048006082511992;0.00958617305557942;1.98017474420254;-90609.5418376235;1
0.0416334871530828;9633.41363926808;0.00473609491993077;0.00932004717784795;1.96284698546456;-90366.5863607319;1
0.023521312330287;17136.8833164367;0.00274756796323066;0.00535199029573731;1.87678986983856;-82863.1166835633;1
0.00700369708285315;57315.3013775221;0.000771329856529756;0.00155356310246809;2.04614642291877;-42684.6986224779;1
0.0105306436481648;38622.2688520283;0.0010439999342475;0.00225524383398839;2.32214123952828;-61377.7311479717;1
0.0427982166963701;9374.91253518455;0.00456624690247484;0.00946846591779074;2.11366792536028;-90625.0874648155;1
0.00677750779607772;59481.6072778429;0.000771329856529756;0.00153616918297724;1.93745561254469;-40518.3927221571;1
0.0451684588664736;8878.26459044255;0.00482144227712711;0.00998773266194962;2.11380215949459;-91121.7354095575;1
0.0438249897977996;9163.19613024114;0.00469599279652207;0.00965877979553295;2.1131900465288;-90836.8038697588;1
0.0187653002788822;21400.9448399179;0.00195329040098433;0.00411518538700166;2.17940051736306;-78599.0551600821;1
0.0187655181841622;21400.4207371755;0.00195333823765391;0.00411518538700166;2.17940051736306;-78599.5792628245;1
0.0169491549504212;23794.617825929;0.00172514578265556;0.00369956268403963;2.23168253571563;-76205.382174071;1
0.0279166264059293;14431.5803028978;0.00307071208631682;0.00627134730626714;2.02299079356773;-85568.4196971022;1
0.00603171940304153;67869.6943179207;0.000762927713945169;0.00139596509831303;1.67499902855302;-32130.3056820793;1
0.00758992638135297;52740.298719848;0.000863738636356612;0.00170549321124426;1.954622561748;-47259.701280152;1
0.0105459907029962;38606.9448714029;0.0010439999342475;0.00225524383398839;2.32805211608391;-61393.0551285971;1
0.0221997240614919;18148.9562976275;0.00235367553734886;0.00486286056299772;2.14646679094232;-81851.0437023725;1
0.0290658797921312;13831.9647220906;0.00326151896431973;0.00654629198821308;1.97835514544729;-86168.0352779094;1
0.00680400228249704;59237.6799780917;0.000764853220325189;0.00150909207940236;2.00534236354739;-40762.3200219083;1
0.0249073484706874;16381.461068081;0.00262228834132475;0.00560349745196961;2.1043186907451;-83618.538931919;1
0.014696085343744;27486.5151836903;0.00153425517169294;0.00319988531240897;2.18882330437767;-72513.4848163097;1
0.0133145862040082;30342.1174905532;0.00161194570331597;0.00304468612259289;1.7923650178818;-69657.8825094468;1
0.0182828297814482;22025.2350401608;0.00216909477371714;0.00412306830577101;1.86160450472695;-77974.7649598392;1
0.0158624277415911;25231.8417204379;0.00178494190517637;0.00355009994469094;1.98530057590014;-74768.1582795621;1
0.0214459857281786;18703.3976157915;0.00246259410898395;0.00483912446829903;1.92817544669169;-81296.6023842085;1
0.0438052522738965;9194.3281683655;0.00478998636710563;0.00966141955301287;2.07194415858243;-90805.6718316345;1
0.0512197294755259;8447.35618342528;0.00403207169143818;0.00999872236514096;2.95293559081052;-91552.6438165747;1
0.0106603759639371;37670.8934013741;0.00122808840725033;0.00239089992886088;1.93340235270757;-62329.1065986259;1
0.0223207515876851;18001.1067895914;0.00235538984297239;0.00490115085115356;2.15052850045043;-81998.8932104086;1
0.0443321311483287;9095.23196500559;0.00478998636710563;0.00991449364213011;2.06696984006066;-90904.7680349944;1
0.00712529522064816;57051.5501828008;0.000768551897632633;0.00154933316383625;2.12814080532988;-42948.4498171992;1
0.00617290541261097;66406.4391324504;0.000762927713945169;0.00143404035052396;1.71863421417623;-33593.5608675496;1
0.0217011014230297;18521.6889831111;0.00235103589877449;0.00478852675039463;2.08926394546306;-81478.3110168889;1
0.0245409822155744;16559.6102478627;0.00268108543361129;0.00556236155422035;2.01827341345565;-83440.3897521373;1
0.0062934712033314;64478.957970609;0.000748661809525301;0.00140640686553281;1.87341597033853;-35521.042029391;1
0.0358850765324331;11150.4948435219;0.00407504828792227;0.00805613230228706;1.9607578157455;-88849.5051564781;1
0.0443930187391236;9028.30169052482;0.00478352474301849;0.00984245691891589;2.09002990262315;-90971.6983094752;1
0.023975059103486;16792.7165195499;0.00274756796323066;0.00535199029573731;1.95330185036997;-83207.2834804501;1
0.0418685607454212;9622.56104318316;0.00493082450038376;0.00952945509755756;1.85934272569856;-90377.4389568168;1
0.00835944299771653;49334.8249589743;0.000959668147477137;0.0019495876342307;1.86422219274429;-50665.1750410257;1
0.0260689533620856;15515.9627107571;0.0028347203250287;0.0058655728477857;2.04221174495335;-84484.0372892429;1
0.0125865401540656;31938.416230971;0.00130036762055127;0.00275135253294865;2.20041761385483;-68061.583769029;1
0.0368333856078069;10909.6224215054;0.00406084116044681;0.0082528934988146;2.02373543798149;-89090.3775784946;1
0.0318204908506316;12621.1909851653;0.00331955466693959;0.00698527482281917;2.17303367365393;-87378.8090148347;1
0.0479028674867399;8658.16820913276;0.00425175595570685;0.00989769476956431;2.604070174569;-91341.8317908672;1
0.023521312330287;17136.8833164367;0.00274756796323066;0.00535199029573731;1.87678986983856;-82863.1166835633;1
0.0245515535192645;16546.2871017382;0.00268258593398412;0.00556236155422035;2.01889486448681;-83453.7128982618;1
0.0163181812937944;24791.2139562008;0.00190243746234161;0.00363830719420975;1.9202336739331;-75208.7860437992;1
0.0380344276667034;10557.5052637559;0.0040183344232301;0.00839152115691123;2.138272674484;-89442.4947362441;1
0.0137435818271431;29152.1856809152;0.00154698011051837;0.00307211082191369;1.98714450238039;-70847.8143190848;1
0.036243812220939;11091.6896632444;0.00414322462580065;0.00810051206515401;1.95603765840596;-88908.3103367556;1
0.0367538540764854;10970.0936102187;0.00371893736789213;0.00799599993218217;2.24981749830407;-89029.9063897813;1
0.0154835635399902;26239.7184880675;0.00178494190517637;0.00355009994469094;1.88895511733749;-73760.2815119325;1
0.0304057759815011;13220.630193738;0.0031371879494755;0.00664520447687298;2.20335634901375;-86779.369806262;1
0.0258302018141202;15538.5710277138;0.00285944306799709;0.00573754574414422;2.03311455646556;-84461.4289722862;1
0.0246530028353933;16435.3425830293;0.0030526636217945;0.00560182933018708;1.75558793016392;-83564.6574169707;1
0.0233872791172342;17328.1994006002;0.00271723278924368;0.00535199029573731;1.87678986983856;-82671.8005993998;1
0.00734338301758119;54511.6910711766;0.000818468571127163;0.00164227729767155;2.00590296519031;-45488.3089288234;1
0.0229949211539241;17462.6294370678;0.00242412173199635;0.00506898248531628;2.14425646523117;-82537.3705629322;1
0.00776779846143524;52034.446978055;0.000861324454874161;0.00171116030229693;2.04658246932282;-47965.553021945;1
0.0281195012706319;14239.9324056371;0.00313907051049769;0.00627710112503722;2.00642656474367;-85760.0675943629;1
0.0114937184248657;35596.8756850898;0.00112568124215268;0.00250732654051495;2.30397027788955;-64403.1243149102;1
0.0226687627742034;17700.2170130738;0.00252548359726971;0.00504491536831085;2.01658343240825;-82299.7829869262;1
0.0133436323703815;30219.4588544035;0.00161194570331597;0.00304468612259289;1.80111154136272;-69780.5411455965;1
0.0421565285821021;9534.33460193717;0.00446135174927393;0.00931894329268946;2.13101375878027;-90465.6653980628;1
0.010582693221192;38453.1550738352;0.00125831729918263;0.00243868618694054;1.81573038587397;-61546.8449261648;1
0.0213099479801483;18888.3743681657;0.0024107059110394;0.00474204523221527;1.98596175033811;-81111.6256318343;1
